city,country,lat,lng
COMUNA SINANDREI,Romania,46.22912,27.67232
CONSTANTA,Romania,44.171786,28.631977
CRAIOVA,Romania,44.319016,23.796561
DEVA,Romania,45.884538,22.900142
DROBETA TURNU SEVERIN,Romania,44.630191,22.659342
GALATI,Romania,45.433822,28.05494
GIURGIU,Romania,43.895861,25.96583
HUSI,Romania,46.672077,28.062138
IASI,Romania,47.161494,27.58405
ISACCEA,Romania,45.272189,28.457146
MEDIAS,Romania,46.164911,24.351127
MIERCUREA CIUC,Romania,46.361499,25.802653
MOLDOVA NOUA,Romania,44.735109,21.665773
NADLAC,Romania,46.166681,20.749992
ORADEA,Romania,47.056927,21.932605
PIATRA NEAMT,Romania,46.932039,26.36944
PITESTI,Romania,44.857234,24.871942
PLOIESTI,Romania,44.941747,26.02365
ROVINARI,Romania,44.897875,23.163126
SANPETRU,Romania,45.706349,25.632284
SATU MARE,Romania,47.794582,22.879729
SIRET,Romania,47.951766,26.069387
SLATINA,Romania,44.429668,24.366499
SUCEAVA,Romania,47.647232,26.251572
TIMISOARA,Romania,45.753836,21.225747
TOMESTI,Romania,46.557353,25.784397
TURCENI,Romania,44.681258,23.371473
UNGHENI,Romania,46.485892,24.456548
VULCAN,Romania,46.148917,24.85367
ZONA FIRIZA,Romania,47.76403,23.61138
Moscow,Russian Federation,55.751634,37.618704
Al Jubail,Saudi Arabia,27.000697,49.653216
Dammam,Saudi Arabia,26.436782,50.103999
Jeddah,Saudi Arabia,21.582225,39.16404
Makkah,Saudi Arabia,21.422863,39.82099
Medina,Saudi Arabia,24.467158,39.610828
Riyadh,Saudi Arabia,24.63203,46.714907
Yenbu,Saudi Arabia,21.58188,39.1717
Dakar,Senegal,14.693004,17.447026
BELGRADE,Serbia,44.817879,20.456809
NIS,Serbia,43.321504,21.89573
NOVI SAD,Serbia,45.255105,19.845081
Singapore,Singapore,1.290453,103.852038
BANSKA BYSTRICA,Slovakia,48.738403,19.157349
BRATISLAVA,Slovakia,48.065466,17.113207
BYSTRICANY,Slovakia,48.640992,18.556148
HANDLOVA,Slovakia,48.731432,18.762694
HNUSTA,Slovakia,48.578704,19.953189
HUMENNE,Slovakia,48.935003,21.902027
KOSICE,Slovakia,48.717227,21.249677
MALACKY,Slovakia,48.439005,17.023253
MARTIN,Slovakia,49.072492,18.929193
NITRA,Slovakia,48.31295,18.089459
PRESOV,Slovakia,48.997631,21.240187
PRIEVIDZA,Slovakia,48.771041,18.623306
RUZOMBEROK,Slovakia,49.081572,19.303417
SENICA,Slovakia,48.678756,17.366153
STRAZSKE,Slovakia,48.87466,21.833769
TRNAVA,Slovakia,48.373209,17.581351
VELKA IDA,Slovakia,48.608631,21.1477
VRANOV NAD TOPLOV,Slovakia,48.857497,21.365604
ZIAR NAD HRONOM,Slovakia,48.591018,18.850089
ZILINA,Slovakia,49.223485,18.739268
ZVOLEN,Slovakia,48.539253,19.145153
CELJE,Slovenia,46.225974,15.268603
HRASTNIK,Slovenia,46.154327,14.789289
KOPER,Slovenia,45.547955,13.730491
KRANJ,Slovenia,46.240548,14.355135
LJUBLJANA,Slovenia,46.049865,14.506892
MARIBOR,Slovenia,46.555628,15.64477
MURSKA SOBOTA,Slovenia,46.662464,16.165526
NOVA GORICA,Slovenia,45.958064,13.647353
NOVO MESTO,Slovenia,45.800717,15.170636
TRBOVLJE1,Slovenia,46.03293,13.24158
VELENJE,Slovenia,46.359287,15.11503
ZAGORJE OB SAVI,Slovenia,46.13229,14.998645
ZERJAV,Slovenia,46.544647,15.708439
Diepkloof,South Africa,-25.934722,28.0125
Ermelo,South Africa,-26.515556,29.992222
Hartebeespoort,South Africa,-25.743889,27.898333
Johannesburg,South Africa,-26.205,28.049722
Middleburg,South Africa,-31.493889,25.006667
Mpumalanga,South Africa,-29.813333,30.630278
Sebokeng,South Africa,-26.560278,27.8625
Sekunda,South Africa,-26.516111,29.202778
Tshwane [Pretoria],South Africa,-25.74602,28.18712
Vereeniging,South Africa,-26.674722,27.926111
Waterberg,South Africa,-26.10043,28.09072
Witbank,South Africa,-25.876469,29.201071
Zamdela,South Africa,-33.82972,25.47886
ABANTO Y CIERVANA/ABANTO ZIERB,Spain,43.31904,-3.0877
AGüIMES,Spain,27.904954,-15.444513
AIA,Spain,43.236547,-2.148667
ALAGÓN,Spain,41.771112,-1.118881
ALBACETE,Spain,38.995105,-1.855961
ALBALAT DELS TARONGERS,Spain,39.702891,-0.337198
ALCALÃ__ DE HENARES,Spain,40.48184,-3.364497
ALCANAR,Spain,40.543863,-0.480841
ALCAÑIZ,Spain,41.050254,-0.132957
ALCANTARILLA,Spain,37.967475,-1.214985
ALCOBENDAS,Spain,40.540008,-3.635849
ALCORA (L'),Spain,39.97547,-0.24393
ALCORCÓN,Spain,40.346762,-3.828632
ALCOY/ALCOI,Spain,38.698228,-0.474777
ALFARO,Spain,42.178574,-1.749245
ALGAR,Spain,36.655601,-5.657378
ALGAR DE PALANCIA,Spain,39.781095,-0.367464
ALGECIRAS,Spain,36.13108,-5.448706
ALGETE,Spain,40.614653,-1.658664
ALICANTE/ALACANT,Spain,38.353738,-0.490185
ALMAZORA/ALMASSORA,Spain,39.943574,-0.063478
ALMONTE,Spain,37.261169,-6.517575
ALZIRA,Spain,39.151242,-0.434613
AMETLLA DE MAR (L'),Spain,40.93119,-0.84553
ARAFO,Spain,28.340445,16.417329
ARANDA DE DUERO,Spain,41.671448,-3.685143
ARANJUEZ,Spain,40.032235,-3.603968
ARGANDA DEL REY,Spain,40.300771,-3.438069
ARMILLA,Spain,37.143455,-3.626828
ARONA,Spain,28.099625,-16.68091
ARRASATE O MONDRAGÓN,Spain,43.06625,-2.49037
ARRECIFE,Spain,28.959425,-13.546882
ABANTO Y CIERVANA/ABANTO ZIERB,Spain,43.31904,-3.08465
AGüIMES,Spain,27.904954,-15.444513
AIA,Spain,43.236547,-2.148667
ALAGÓN,Spain,41.771112,-1.118881
ALBACETE,Spain,38.995105,-1.855961
ALBALAT DELS TARONGERS,Spain,39.702891,-0.337198
ALCALÃ__ DE HENARES,Spain,40.48184,-3.364497
ALCANAR,Spain,40.543863,0.480841
ALCAÑIZ,Spain,41.050254,-0.132957
ALCANTARILLA,Spain,37.967475,-1.214985
ALCOBENDAS,Spain,40.540008,-3.635849
ALCORA (L'),Spain,39.97547,-0.24393
ALCORCÓN,Spain,40.346762,-3.828632
ALCOY/ALCOI,Spain,38.698228,-0.474777
ALFARO,Spain,42.178574,-1.749245
ALGAR,Spain,36.655601,-5.657378
ALGAR DE PALANCIA,Spain,39.781095,-0.367464
ALGECIRAS,Spain,36.13108,-5.448706
ALGETE,Spain,40.614653,-1.658664
ALICANTE/ALACANT,Spain,38.353738,-0.490185
ALMAZORA/ALMASSORA,Spain,39.943574,-0.063478
ALMONTE,Spain,37.261169,-6.517575
ALZIRA,Spain,39.151242,-0.434613
AMETLLA DE MAR (L'),Spain,40.93119,0.84553
ARAFO,Spain,28.340445,-16.417329
ARANDA DE DUERO,Spain,41.671448,-3.685143
ARANJUEZ,Spain,40.032235,-3.603968
ARGANDA DEL REY,Spain,40.300771,-3.438069
ARMILLA,Spain,37.143455,-3.626828
ARONA,Spain,28.099625,-16.68091
ARRASATE O MONDRAGÓN,Spain,43.06625,-2.49037
ARRECIFE,Spain,28.959425,-13.546882
Arrúbal,Spain,42.435475,-2.252116
ARTEIXO,Spain,43.304594,-8.508275
ARUCAS,Spain,28.118449,-15.523224
ASTILLERO (EL),Spain,36.61617,-6.20682
ATAZAR (EL),Spain,40.93425,-3.47186
Ávila,Spain,40.656272,-4.702679
AVILES,Spain,43.555829,-5.921961
AZPEITIA,Spain,43.183768,-2.265713
BADAJOZ,Spain,38.859946,-6.971777
BADALONA,Spain,41.449354,2.248254
BARCARROTA,Spain,38.515498,-6.848602
BARCELONA,Spain,41.38256,2.177135
BARRIOS (LOS),Spain,36.18539,-5.49275
BEASAIN,Spain,43.047327,-2.203287
BENICASIM/BENICÃ€SSIM,Spain,39.985509,-1.624166
BENIDORM,Spain,38.540626,-0.129093
BILBAO,Spain,43.262964,-2.934948
BREÑA ALTA,Spain,28.649994,-17.799829
BREÑA BAJA,Spain,28.629243,-17.788598
BUJARALOZ,Spain,41.497303,-0.153692
BUÑOL,Spain,39.419051,-0.790916
BUNYOLA,Spain,39.696271,2.698675
BURGOS,Spain,42.343926,-3.696977
BURJASSOT,Spain,39.50906,-0.410858
BURRIANA,Spain,39.889886,-0.084375
CÃ__CERES,Spain,39.475155,-6.371413
CADAQUES,Spain,42.289348,3.275216
CALANDA,Spain,40.939464,-0.231561
CAMARGO,Spain,43.408805,-3.88365
CAMBRE,Spain,43.292486,-8.342969
Campisábalos,Spain,41.267534,-3.14557
CANDELARIA,Spain,28.705481,-17.770141
CANGAS DEL NARCEA,Spain,43.177437,-6.549978
CARAVACA DE LA CRUZ,Spain,38.106501,-1.859736
CARRACEDELO,Spain,42.557241,-6.728971
CARTAGENA,Spain,37.626787,-1.000618
CASTELLÓN DE LA PLANA/CASTELLÓ,Spain,42.437264,-3.084861
CASTRO-URDIALES,Spain,43.384335,-3.216258
CAUDETE DE LAS FUENTES,Spain,39.55911,-1.280302
CEE,Spain,42.955631,-9.190219
CERCEDA,Spain,43.162637,-8.503476
CERVO,Spain,43.669694,-7.409539
CESURAS,Spain,43.173912,-8.199004
CIUDAD REAL,Spain,38.98542,-3.928514
COLLADO VILLALBA,Spain,40.629137,-4.013937
COLMENAR VIEJO,Spain,40.65879,-3.766321
CONGOSTO,Spain,42.617525,-6.520123
CORRALES DE BUELNA (LOS),Spain,43.2599,-4.06921
CORUÑA (A),Spain,42.411751,-2.895532
COSLADA,Spain,40.423802,-3.555288
CUADROS,Spain,42.711149,-5.639153
CUEVAS DEL ALMANZORA,Spain,37.296137,-1.880722
DONOSTIA-SAN SEBASTIÃ__N,Spain,43.322422,-1.983889
Dumbría,Spain,43.010404,-9.117953
DURANGO,Spain,43.170707,-2.63349
EIVISSA,Spain,38.983526,1.41194
EJIDO (EL),Spain,39.36682,-6.22007
ELCHE/ELX,Spain,38.265318,-0.698849
ELCIEGO,Spain,42.51477,-2.618324
ELDA,Spain,38.476244,-0.791913
FABERO,Spain,42.769231,-6.628895
FERROL,Spain,43.484686,-8.233162
FUENLABRADA,Spain,40.282476,-3.792342
GALILEA,Spain,42.347586,-2.237032
GANDIA,Spain,38.967593,-0.180342
GETAFE,Spain,40.308181,-3.730268
GIJÓN,Spain,43.545039,-5.662644
GRANADILLA DE ABONA,Spain,28.122141,-16.576673
GUADALAJARA,Spain,40.633028,-3.164721
GUADALIX DE LA SIERRA,Spain,40.782238,-3.700779
GUARDO,Spain,42.789546,-4.846288
HERNANI,Spain,43.266165,-1.974917
HUELVA,Spain,37.256667,-6.94957
HUESCA,Spain,42.138254,-0.40809
ILLESCAS,Spain,40.124844,-3.849269
JEREZ DE LA FRONTERA,Spain,36.682961,-6.125862
La Linea de la Concepción,Spain,36.167903,-5.34714
LANGREO,Spain,43.305144,-5.694447
LARACHA,Spain,42.558051,-1.849973
LEGANES,Spain,40.328194,-3.76527
LEÓN,Spain,42.599126,-5.567319
LLANES,Spain,43.421121,-4.753084
LLODIO,Spain,43.143095,-2.962434
LOGROÑO,Spain,42.46612,-2.439668
LORCA,Spain,37.671568,-1.698805
LUGO,Spain,43.010609,-7.556567
MADRID,Spain,40.416705,-3.703583
MAHÓN,Spain,39.889433,4.264729
MAIRENA DEL ALJARAFE,Spain,37.344491,-6.060677
MAJADAHONDA,Spain,38.575167,-4.069975
MATARÓ,Spain,41.539841,2.444895
MEDINA DEL CAMPO,Spain,41.308525,-4.915052
MERIDA,Spain,38.917467,-6.344398
MIERES,Spain,42.124412,2.640112
MIRANDA DE EBRO,Spain,42.685563,-2.947845
MORELLA,Spain,40.618828,-0.099803
MÓSTOLES,Spain,40.323853,-3.864921
MOTRIL,Spain,36.749557,-3.518096
MURAS,Spain,43.467834,-7.723135
MURCIA,Spain,37.99238,-1.130543
NOIA,Spain,42.783228,-8.887324
OBEJO,Spain,38.132556,-4.800017
ONDA,Spain,39.962151,-0.259385
ORDES,Spain,43.076717,-8.407819
ORUSCO DE TAJUÑA,Spain,40.285341,-3.209652
OURENSE,Spain,42.343642,-7.867424
OUROL,Spain,43.564033,-7.642518
OVIEDO,Spain,43.360632,-5.844897
PALENCIA,Spain,42.010814,-4.532785
PALMA DE MALLORCA,Spain,39.58111,2.709303
PALMAS DE GRAN CANARIA (LAS),Spain,42.010814,-4.532785
PALOS DE LA FRONTERA,Spain,37.22777,-6.893226
PATERNA,Spain,39.503923,-0.442101
PEÑAUSENDE,Spain,41.287328,-5.866747
PINOSO,Spain,38.42314,-1.033711
PLASENCIA,Spain,40.030294,-6.09026
POBLA (SA),Spain,42.252129,-0.509996
POIO,Spain,42.441946,-8.692188
POLLENÇA,Spain,39.878272,3.01614
PONFERRADA,Spain,42.545444,-6.593892
Pontes de García Rodríguez (As),Spain,43.44928,-7.85278
PONTEVEDRA,Spain,42.431888,-8.643159
PRADEJÓN,Spain,42.334265,-2.069029
PRADO DEL REY,Spain,36.787629,-5.556383
PUERTO DEL ROSARIO,Spain,28.499342,-13.859905
PUERTO REAL,Spain,36.528686,-6.190216
PUERTOLLANO,Spain,38.685216,-4.111175
Pueyo de Araguás (El),Spain,42.4694,0.16867
Punta Umbría,Spain,37.183011,-6.966188
QUART DE POBLET,Spain,39.482725,-0.443885
REALEJOS (LOS),Spain,28.08643,-16.55984
REINOSA,Spain,43.001008,-4.137836
RIVAS-VACIAMADRID,Spain,42.600678,-7.471263
ROBLA (LA),Spain,36.903236,-87.507466
SAGUNTO/SAGUNT,Spain,39.679171,-0.277415
SALAMANCA,Spain,40.965157,-5.664018
SAN ANDRES Y SAUCES,Spain,28.780192,-17.792071
SAN BARTOLOME DE TIRAJANA,Spain,27.925427,-15.57258
SAN JORGE,Spain,40.50935,0.331787
San Martín de Valdeiglesias,Spain,40.3625,-4.39865
SAN MARTÍN DEL REY AURELIO,Spain,43.275429,-5.604662
SAN PABLO DE LOS MONTES,Spain,39.540916,-4.331672
SAN ROQUE,Spain,43.188053,-8.736625
SANGüESA/ZANGOZA,Spain,42.57549,-1.283336
SANT ANTONI DE PORTMANY,Spain,38.979844,1.305123
SANT FELIU DE LLOBREGAT,Spain,41.381285,2.044638
SANT JUST DESVERN,Spain,41.381583,2.075068
SANTA CRUZ DE LA PALMA,Spain,28.68189,-17.766335
SANTA CRUZ DE TENERIFE,Spain,28.459782,-16.253638
Santa Lucía de Tirajana,Spain,27.912093,-15.540689
SANTA MARGARIDA I ELS MONJOS,Spain,41.321339,1.662352
SANTANDER,Spain,43.46231,-3.810107
SANTIAGO DE COMPOSTELA,Spain,42.879483,-8.541218
SARIÑENA,Spain,41.793395,-0.157413
SAVIÑAO (O),Spain,42.842149,-7.426615
SEGOVIA,Spain,40.950216,-4.124149
SEVILLA,Spain,37.38863,-5.995317
SIERO,Spain,43.395298,-5.635702
SONDIKA,Spain,43.299066,-2.926051
SORIA,Spain,41.763384,-2.464204
TALAVERA DE LA REINA,Spain,39.96071,-4.829963
TEGUISE,Spain,29.056899,-13.561446
TELDE,Spain,27.998454,-15.416676
TERUEL,Spain,40.343672,-1.108194
TOJOS (LOS),Spain,43.37194,-3.4091
TOLEDO,Spain,39.856068,-4.023957
TOLOSA,Spain,43.13861,-2.072356
TORIL,Spain,39.897351,-5.780538
TORMS (ELS),Spain,41.39453,0.72216
TORREJÓN DE ARDOZ,Spain,40.458777,-3.479334
TORRELAVEGA,Spain,43.347969,-4.051445
Valdegovía,Spain,42.854343,-3.060991
VALDEMORO,Spain,41.833328,-3.528635
VALENCIA,Spain,39.469901,-0.375951
VALLADOLID,Spain,41.652133,-4.728562
VALVERDE,Spain,27.809685,-17.915147
Vandellòs i l'Hospitalet de l'Infant,Spain,40.998476,0.849299
VENTA DE BAÑOS,Spain,41.921381,-4.49454
VIGO,Spain,42.23766,-8.724721
VILALBA,Spain,43.296272,-7.67861
VILLA DEL PRADO,Spain,40.276475,-4.304803
VILLALBA DE GUARDO,Spain,42.721717,-4.823444
VILLAR DEL ARZOBISPO,Spain,39.733701,-0.827348
VILLAREJO DE SALVANES,Spain,40.168327,-3.276182
VITORIA-GASTEIZ,Spain,42.846345,-2.672515
VIVER,Spain,39.921262,-0.598224
Viznar,Spain,37.232866,-3.553673
XOVE,Spain,43.685177,-7.511514
ZAFRA,Spain,38.425347,-6.419301
ZAMORA,Spain,41.505657,-5.744804
ZARAGOZA,Spain,41.652134,-0.880943
ZARRA,Spain,39.091467,-1.075165
ZORITA DEL MAESTRAZGO,Spain,40.740761,-0.165818
Colombo,Sri Lanka,6.934287,79.85327
Arlöv,Sweden,55.637801,13.07775
Göteborg,Sweden,57.706407,11.968629
HALMSTAD,Sweden,56.673983,12.857483
KIRUNA,Sweden,67.855192,20.225722
LINKOPING,Sweden,58.409814,15.624522
Malmö,Sweden,55.605293,13.000157
Norrköping,Sweden,58.590913,16.190348
SKELLEFTEA,Sweden,64.752019,20.959339
Södertälje,Sweden,59.196429,17.627166
SOLLENTUNA,Sweden,59.446359,17.94003
STOCKHOLM,Sweden,59.330761,18.06131
SUNDSVALL,Sweden,62.392101,17.30989
TRELLEBORG,Sweden,55.321927,13.238856
Umeå,Sweden,63.825657,20.263071
UMEE,Sweden,63.825657,20.263071
UPPSALA,Sweden,59.859413,17.64112
Västerås,Sweden,59.6111,16.546365
Växjö,Sweden,56.878718,14.809439
YSTAD,Sweden,55.432985,13.819656
BASEL,Switzerland,47.558108,7.587826
BERN,Switzerland,46.948276,7.451501
GENEVE,Switzerland,46.201756,6.146601
LAUSANNE,Switzerland,46.521827,6.632703
LUGANO,Switzerland,46.00501,8.952028
LUZERN,Switzerland,47.050545,8.305468
ST. GALLEN,Switzerland,47.425059,9.376588
WINTERTHUR,Switzerland,47.499169,8.72915
ZüRICH,Switzerland,47.368559,8.540443
Bangkok,Thailand,13.752753,100.494086
Chiang Mai,Thailand,18.790566,98.988085
Chiang Rai,Thailand,19.902496,99.838733
Chon buri,Thailand,13.365843,100.988962
Khon Kaen,Thailand,16.434631,102.844785
Lampang,Thailand,18.293365,99.494525
Lamphun,Thailand,18.577638,99.006903
Mae Hong Son,Thailand,19.300728,97.964917
Nakhon Ratchasima,Thailand,14.97116,102.087081
Nakhon Sawan,Thailand,15.697411,100.125438
Nan,Thailand,18.784635,100.777315
Narathiwat,Thailand,6.429493,101.800876
Nonthaburi,Thailand,13.860855,100.513339
Pathum Thani,Thailand,14.016537,100.53216
Phayao,Thailand,19.166715,99.902061
Phra Nakhon Si Ayutthaya,Thailand,14.356037,100.572207
Phrae,Thailand,18.14104,100.149125
Phuket,Thailand,7.888225,98.391469
Rayong,Thailand,12.681649,101.277744
Sa Kaeo,Thailand,13.803843,102.087866
Samut Prakan,Thailand,13.59648,100.599704
Samut Sakhon,Thailand,13.549778,100.274281
Saraburi,Thailand,14.524947,100.916076
Songkhla,Thailand,7.197904,100.598148
Surat Thani,Thailand,9.141564,99.329055
Yala,Thailand,6.542014,101.278855
BITOLA,The former Yugoslav Republic of Macedonia,41.032733,21.331531
SKOPJE,The former Yugoslav Republic of Macedonia,41.996227,21.431796
TETOVO,The former Yugoslav Republic of Macedonia,42.00997,20.97114
VELES,The former Yugoslav Republic of Macedonia,41.716127,21.780874
Bizerte,Tunisia,37.273242,9.871367
Sfax,Tunisia,34.739674,10.759848
Sousse,Tunisia,35.828829,10.640526
Tunis,Tunisia,36.800108,10.184794
ADANA,Turkey,37.003348,35.326325
ADIYAMAN,Turkey,37.764001,38.276436
AFYON,Turkey,38.757964,30.534687
AGRI,Turkey,39.720132,43.050039
AKSARAY,Turkey,38.370542,34.026907
AMASYA,Turkey,40.650201,35.833821
ANKARA,Turkey,39.927232,32.851977
ANTALYA,Turkey,36.900878,30.693712
ARDAHAN,Turkey,41.110297,42.703559
ARTVIN,Turkey,41.183196,41.827889
AYDIN,Turkey,37.845913,27.833838
BALIKESIR,Turkey,39.647041,27.885559
BARTIN,Turkey,41.633839,32.338435
BATMAN,Turkey,37.883,41.130901
BAYBURT,Turkey,40.25569,40.224099
BILECIK,Turkey,40.14351,29.975291
BINGOL,Turkey,38.885183,40.4966
BITLIS,Turkey,38.400219,42.108132
BOLU,Turkey,40.73454,31.612819
BURDUR,Turkey,37.724839,30.288729
BURSA,Turkey,40.182706,29.066764
CANAKKALE,Turkey,40.150081,26.414887
CANKIRI,Turkey,40.600352,33.616277
CORUM,Turkey,40.54915,34.960245
DENIZLI,Turkey,37.771517,29.086313
DIYARBAKIR,Turkey,37.911554,40.227624
DUZCE,Turkey,40.842278,31.156998
EDIRNE,Turkey,41.675933,26.558723
ELAZIG,Turkey,38.676303,39.221849
ERZINCAN,Turkey,39.749605,39.494102
ERZURUM,Turkey,39.908246,41.275876
ESKISEHIR,Turkey,39.768856,30.521647
GAZIANTEP,Turkey,37.061176,37.379309
GIRESUN,Turkey,40.91487,38.387929
GUMUSHANE,Turkey,40.461784,39.475734
HAKKARI,Turkey,37.574898,43.73766
HATAY,Turkey,36.217687,36.165362
ICEL,Turkey,36.81275,34.630542
IGDIR,Turkey,39.921546,44.046789
ISPARTA,Turkey,37.77035,30.555693
ISTANBUL,Turkey,41.017058,28.985568
IZMIR,Turkey,38.415342,27.144474
KAHRAMANMARAS,Turkey,37.587084,36.903413
KARABUK,Turkey,41.197446,32.621858
KARAMAN,Turkey,37.179245,33.222478
KARS,Turkey,40.605158,43.096173
KASTAMONU,Turkey,41.376536,33.777009
KAYSERI,Turkey,38.725323,35.483611
KILIS,Turkey,36.718045,37.11688
KIRIKKALE,Turkey,39.848571,33.527622
KIRKLARELI,Turkey,41.737022,27.223552
KIRSEHIR,Turkey,39.1461,34.160633
KOCAELI,Turkey,40.7828,29.906789
KONYA,Turkey,37.871996,32.484402
KUTAHYA,Turkey,39.419505,29.985453
MALATYA,Turkey,38.350261,38.309269
MANISA,Turkey,38.615503,27.425572
MARDIN,Turkey,37.326634,40.725151
MUGLA,Turkey,37.215174,28.363702
MUS,Turkey,38.747307,41.504412
NEVSEHIR,Turkey,38.622369,34.713602
NIGDE,Turkey,37.971208,34.677553
ORDU,Turkey,40.98053,37.88391
OSMANIYE,Turkey,37.073671,36.255941
RIZE,Turkey,41.022809,40.519612
SAKARYA,Turkey,40.766661,30.400003
SAMSUN,Turkey,41.289354,36.325898
SIIRT,Turkey,37.931282,41.93984
SINOP,Turkey,42.02667,35.150677
SIRNAK,Turkey,37.518805,42.460058
SIVAS,Turkey,39.749781,37.013697
TEKIRDAG,Turkey,40.979527,27.515854
TOKAT,Turkey,40.32648,36.55403
TRABZON,Turkey,41.005239,39.725311
TUNCELI,Turkey,39.108063,39.548197
URFA,Turkey,37.160388,38.790916
USAK,Turkey,38.681073,29.403327
VAN,Turkey,38.508385,43.374217
YALOVA,Turkey,40.655667,29.272909
YOZGAT,Turkey,39.820557,34.809492
ZONGULDAK,Turkey,41.452424,31.788442
Kampala,Uganda,0.316222,32.582169
Morogoro,Unit. Rep. of Tanzania,-8.90712,33.44273
Abu Dhabi,United Arab Emirates,24.474796,54.370576
Al Ain,United Arab Emirates,24.223974,55.751006
Al Gharbia - Bida Zayed,United Arab Emirates,24.19603,55.65887
Al Gharbia - Gayathi,United Arab Emirates,25.07579,55.13655
Al Gharbia - Liwa Oasis,United Arab Emirates,25.07579,55.13655
ABERDEEN,United Kingdom,57.145245,-2.091375
ARMAGH,United Kingdom,54.348198,-6.654043
BELFAST,United Kingdom,54.596947,-5.930155
BIRKENHEAD,United Kingdom,53.394351,-3.019157
BIRMINGHAM,United Kingdom,52.481368,-1.898073
BOURNEMOUTH,United Kingdom,50.719478,-1.876771
BRIGHTON,United Kingdom,50.82204,-0.137406
BRISTOL,United Kingdom,51.455699,-2.595266
CARDIFF,United Kingdom,51.48353,-3.183687
CARLISLE,United Kingdom,54.982589,-2.825584
CHEPSTOW,United Kingdom,51.642847,-2.675126
CHESTERFIELD,United Kingdom,53.235213,-1.42641
EASTBOURNE,United Kingdom,50.768563,0.29703
EDINBURGH,United Kingdom,55.94834,-3.193272
GIBRALTAR,United Kingdom,51.791921,-0.90223
GLASGOW,United Kingdom,55.861147,-4.249989
GRANGEMOUTH,United Kingdom,56.016087,-3.723234
HULL,United Kingdom,53.765708,-0.337032
INVERNESS,United Kingdom,57.479012,-4.225739
LEAMINGTON SPA,United Kingdom,52.292155,-1.535699
LEEDS,United Kingdom,53.797419,-1.543794
LIVERPOOL,United Kingdom,53.405472,-2.980539
LONDON,United Kingdom,51.507276,-0.12766
LONDONDERRY,United Kingdom,54.994296,-7.319208
MANCHESTER (Greate Manchester City Region),United Kingdom,53.51337,-2.42007
MIDDLESBROUGH,United Kingdom,54.576042,-1.234405
NEWCASTLE UPON TYNE,United Kingdom,54.977092,-1.614206
NEWPORT,United Kingdom,51.588233,-2.997497
NORWICH,United Kingdom,52.628606,1.29227
NOTTINGHAM,United Kingdom,52.955341,-1.150914
OXFORD,United Kingdom,51.752155,-1.258214
PLYMOUTH,United Kingdom,50.371266,-4.142566
PORT TALBOT,United Kingdom,51.593117,-3.781352
PORTSMOUTH,United Kingdom,50.803683,-1.075614
PRESTONPANS,United Kingdom,55.959395,-2.98424
READING,United Kingdom,51.458022,-0.967373
SALTASH,United Kingdom,50.407297,-4.209303
SCUNTHORPE,United Kingdom,53.591819,-0.64987
SOUTHAMPTON,United Kingdom,50.902535,-1.404189
SOUTHEND - ON - SEA,United Kingdom,51.538873,0.711497
STANFORD-LE-HOPE,United Kingdom,51.516215,0.423792
STOCKTON-ON-TEES,United Kingdom,54.564094,-1.312916
STOKE - ON - TRENT,United Kingdom,53.016201,-2.181261
SUNDERLAND,United Kingdom,54.906379,-1.375053
SWANSEA,United Kingdom,51.621144,-3.946775
THURROCK,United Kingdom,51.508017,0.396282
WARRINGTON,United Kingdom,53.38995,-2.594318
WIGAN,United Kingdom,53.545719,-2.626462
WREXHAM,United Kingdom,53.046507,-2.993814
YORK,United Kingdom,53.959056,-1.081536
Adrian,United States of America,41.895299,-84.039815
Akron,United States of America,41.084821,-81.515607
Albany-Schenectady-Troy,United States of America,42.75927,-73.78439
Albuquerque,United States of America,35.084248,-106.649241
Alexandria,United States of America,38.804665,-77.043614
Allegan,United States of America,42.530489,-85.850499
Allentown-Bethlehem-Easton,United States of America,40.68319,-75.29194
Altoona,United States of America,40.516403,-78.401444
Anchorage,United States of America,61.216583,-149.899597
Anderson,United States of America,40.107884,-85.67821
Ann Arbor,United States of America,42.281419,-83.748478
Appleton,United States of America,44.261982,-88.40724
Asheville,United States of America,35.595889,-82.550039
Ashland,United States of America,38.475807,-82.646675
Athens,United States of America,33.957412,-83.376798
Athens,United States of America,33.957412,-83.376798
Athens-Clarke County,United States of America,33.957412,-83.376798
Atlanta-Sandy Springs-Marietta,United States of America,40.345815,-111.915637
Atlantic City,United States of America,39.360599,-74.431869
Augusta-Richmond County,United States of America,33.43796,-82.14556
Augusta-Waterville,United States of America,44.49945,-69.67003
Austin-Round Rock,United States of America,31.436899,-92.734398
Bakersfield,United States of America,35.373405,-119.018911
Baltimore-Towson,United States of America,39.26989,-76.59161
Baraboo,United States of America,43.474731,-89.744191
Baton Rouge,United States of America,30.443319,-91.187488
Battlement Mesa,United States of America,39.445511,-108.025841
Bay City,United States of America,43.597772,-83.884521
Beaver Dam,United States of America,43.45601,-88.841107
Bellingham,United States of America,48.754899,-122.478122
Bennington,United States of America,42.878372,-73.19709
Birmingham-Hoover,United States of America,33.40923,-86.80674
Bishop,United States of America,37.361412,-118.39527
Bismarck,United States of America,46.80537,-100.781609
Bloomington,United States of America,39.166587,-86.534893
Boone,United States of America,37.09927,-82.59986
